Amos {prop} (book of the Old Testament)	 :: Amos
amount {n} (number of elements in a set) SEE: number	 ::
ampersand {n} (the symbol &)	 :: ampersand; kringle
ampersat {n} (at sign) SEE: at sign	 ::
amphibian {n} (vertebrate)	 :: [Bokmål] amfibium {n}; [Nynorsk] amfibium {n}
amphitheater {n} (classic amphitheatre)	 :: [Bokmål] amfiteater {n}; [Nynorsk] amfiteater {n}
amphitheatre {n} (an open, outdoor theatre)	 :: [Bokmål] amfiteater {n}; [Nynorsk] amfiteater {n}
ample {adj} (fully sufficient; abundant)	 :: rikelig
ample {adj} (not contracted or brief; not concise)	 :: fyldig
amplitude {n} (magnitude)	 :: amplitude {m}
amplitude {n} (math: maximum absolute value)	 :: amplitude {m}
amplitude {n} (physics: maximum absolute value)	 :: amplitude {m}
Amsterdam {prop} (capital of the Netherlands)	 :: Amsterdam
Amur {prop} (Heilongjiang) SEE: Heilongjiang	 ::
Amur {prop} (the river between the Far East Russia and China)	 :: Amur
amusia {n} (the inability to comprehend or respond to music)	 :: [Bokmål] amusi {m}; [Nynorsk] amusi
amylase {n} (enzyme, present in saliva, that breaks down carbohydrates such as starch)	 :: amylase
an {article} (indefinite article)	 :: [Bokmål] en {m}, ei {f}, et {n}; [Nynorsk] ein {m}, ei {f}, eit {n}
anabolism {n} (the constructive metabolism of the body)	 :: anabolisme
anachronism {n} (person or thing which seems to belong to a different time)	 :: [Bokmål] anakronisme {m}; [Nynorsk] anakronisme {m}
anaesthetist {n} (anesthesiologist) SEE: anesthesiologist	 ::
anagram {n} (word or phrase created by rearranging letters from another word or phrase)	 :: anagram
analog {adj} (represented by a continuously variable physical quantity)	 :: analog
analogue {n} (analog) SEE: analog	 ::
analysis {n} (chemistry: process of breaking down a substance or the result of this process)	 :: analyse
analysis {n} (in mathematics)	 :: analyse
analysis {n} (process of dismantling or separating into constituents in order to study)	 :: analyse
analytical {adj} (analytic) SEE: analytic	 ::
anamnesis {n} (recollection)	 :: anamnese
ananas {n} (pineapple) SEE: pineapple	 ::
anapest {n} (metrical foot)	 :: [Bokmål] anapest {m}; [Nynorsk] anapest {m}
anaphrodisiac {adj} (antaphrodisiac) SEE: antaphrodisiac	 ::
anaphrodisiac {n} (antaphrodisiac) SEE: antaphrodisiac	 ::
anarchical {adj} (anarchic) SEE: anarchic	 ::
anarchism {n} (belief that proposes the absence and abolition of government in all forms)	 :: anarkisme
anarchist {n} (believer in anarchism)	 :: anarkist {m}
anarchy {n} (absence of any form of political authority or government)	 :: anarki {n}
anarchy {n} (political disorder and confusion)	 :: anarki {n}, vanstyre {n}
anatomic {adj} (anatomical) SEE: anatomical	 ::
anchor {n} (tool to moor a vessel into sea bottom)	 :: anker {n}
anchovy {n} (small saltwater fish)	 :: ansjos {m}
Ancient Greece {prop} (The ancient civilization of the Mediterranean)	 :: [Bokmål] Antikkens Hellas
Ancient Greek {prop} (all the Greek languages spoken between the Dorian invasion and the fall of the Roman Empire)	 :: [Bokmål] gammelgresk {m}
and {conj} (used at the end of a list to indicate the last item)	 :: [Bokmål] og; [Nynorsk] og
and {conj} (used to connect two similar words, phrases, et cetera)	 :: [Bokmål] og; [Nynorsk] og
and {conj} (used to show causation)	 :: [Bokmål] og, så; [Nynorsk] og, så
and {conj} (used to string together sentences or sentence fragments in chronological order)	 :: [Bokmål] og; [Nynorsk] og
Andalusi Arabic {prop} (Andalusian Arabic) SEE: Andalusian Arabic	 ::
Anderson {prop} (surname meaning "son of Andrew")	 :: Andersen
Andes {prop} (mountain range in South America)	 :: [Bokmål] Andes, Andesfjellene {n-p}; [Nynorsk] Andes, Andesfjella {n-p}
and/or {conj} (inclusive "or")	 :: [Bokmål] og/eller; [Nynorsk] og/eller
Andorra {prop} (country)	 :: Andorra
Andorran {adj} (pertaining to Andorra)	 :: [Bokmål] andorransk; [Nynorsk] andorransk
Andorran {n} (person from Andorra)	 :: [Bokmål] andorraner {m}; [Nynorsk] andorranar {m}
Andrew {prop} (male given name)	 :: Andreas, Anders
Andrew {prop} (the Apostle)	 :: Andreas
androgenic hair {n} (body hair) SEE: body hair	 ::
androgynous {adj} (having sex organs of both genders) SEE: hermaphroditic	 ::
Andromeda {prop} (constellation)	 :: Andromeda
Andromeda {prop} (mythical daughter of Cepheus)	 :: Andromeda
Andromeda {prop} (spiral galaxy)	 :: Andromeda
and so on {phrase} (indicates that a list continues)	 :: og så videre
-ane {suffix} (alkanes)	 :: -an
anecdote {n} (short account of an incident)	 :: [Bokmål] anekdote {m}; [Nynorsk] anekdote {m}
anecdotic {adj} (anecdotal) SEE: anecdotal	 ::
anecdotive {adj} (anecdotal) SEE: anecdotal	 ::
anemometer {n} (an instrument for measuring and recording the speed of the wind)	 :: anemometer {n}, skålanemometer {n}
anemone {n} (sea anemone) SEE: sea anemone	 ::
angel {n} (in Christian angelology, the lowest order of angels)	 :: [Bokmål] engel {m}; [Nynorsk] engel {m}
angel {n} (messenger from a deity)	 :: [Bokmål] engel {m}; [Nynorsk] engel {m}
angel {n} (selfless person)	 :: [Bokmål] engel {m}; [Nynorsk] engel {m}
Angel {prop} (female given name) SEE: Angela	 ::
Angel {prop} (male given name) SEE: Angelo	 ::
angel dust {n} (clenbuterol) SEE: clenbuterol	 ::
angelica {n} (plants of genus Angelica)	 :: kvann {f}
angelical {adj} (resembling, characteristic of, an angel) SEE: angelic	 ::
anger {n} (A strong feeling of displeasure, hostility or antagonism towards someone or something)	 :: sinne {n}
angina {n} (angina pectoris) SEE: angina pectoris	 ::
angiograph {n} (angiograph) SEE: angiogram	 ::
angiosperm {n} (member of plant group)	 :: [Bokmål] blomsterplante {m} {f}, angiosperm {m}
angiospermous {adj} (having seeds enclosed in pericarp) SEE: angiosperm	 ::
Angkor Wat {prop} (Cambodian temple complex)	 :: Angkor Vat
angle {n} (geometrical figure)	 :: [Bokmål] vinkel
angler {n} (angler fish)	 :: breiflabb {m}
Anglican Communion {prop} (a worldwide network of churches that are in communion with the Church of England)	 :: [Nynorsk] anglikanske kommunionen
anglicism {n} (Briticism) SEE: Briticism	 ::
anglicism {n} (word or other feature borrowed from English to another language)	 :: [Bokmål] anglisisme {m}; [Nynorsk] anglisisme {m}
Anglo-Saxon {adj} (related to the Anglo-Saxon peoples or language)	 :: [Bokmål] angelsaksisk; [Nynorsk] angelsaksisk
Anglo-Saxon {prop} (Old English)	 :: gammelengelsk
Angola {prop} (country in Southern Africa)	 :: Angola
Angolan {adj} (of, from or pertaining to Angola or its people)	 :: [Bokmål] angolansk; [Nynorsk] angolansk
Angolan {n} (person from Angola or of Angolan descent)	 :: [Bokmål] angolaner {m}; [Nynorsk] angolan {m}, angolanar {m}
Angra Mainyu {prop} (Ahriman) SEE: Ahriman	 ::
angst {n} (feeling of acute anxiety or apprehension)	 :: [Bokmål] angst {m}; [Nynorsk] angst {m}, angest {m}
angular {adj} (ungraceful) SEE: ungraceful	 ::
animal {adj} (of animals)	 :: animalisk, dyrisk
animal {n} (organism)	 :: dyr
animal {n} (person who behaves wildly)	 :: dyr {n}
animalcule {n} (protozoan) SEE: protozoan	 ::
animalize {v} (brutalize) SEE: brutalize	 ::
animal magnetism {n} (magnetic fluid or ethereal medium said to reside in the bodies of animate beings)	 :: mesmerisme
animate {adj} (that which lives)	 :: [Bokmål] levende; [Nynorsk] levande
anime {n} (an animated work originated in Japan)	 :: anime
anise {n} (fennel) SEE: fennel	 ::
anise {n} (plant and spice)	 :: anis
anisomorphism {n} (differences between two languages)	 :: anisomorfisme
Ankara {prop} (capital of Turkey)	 :: Ankara
ankle {n} (joint between foot and leg)	 :: [Bokmål] ankel {m}; [Nynorsk] ankel {m}, okle {f} {n}
ankle bracelet {n} (ankle monitor) SEE: ankle monitor	 ::
Ann {prop} (female given name)	 :: Anna
Anna {prop} (biblical prophetess)	 :: Anna
Anna {prop} (given name) SEE: Ann	 ::
Anne {prop} (given name) SEE: Ann	 ::
annex {n} (addition, an extension)	 :: anneks
annex {n} (addition of territory) SEE: annexation	 ::
annex {v} (to add something to another, to incorporate into)	 :: annektere
annexation {n} (addition or incorporation of something)	 :: [Bokmål] anneksjon {m}
annihilate {v} (to reduce to nothing, to destroy, to eradicate)	 :: tilintetgjøre
anniversary {n} (day an exact number of years since an event)	 :: årsdag {m}, jubileum {n}
anniversary {n} (wedding anniversary)	 :: bryllupsdag {m}
announcement {n} (announcement)	 :: [Bokmål] kunngjøring {m} {f}, kunngjørelse {m}; [Nynorsk] kunngjering {f}
annoyed {adj} (troubled, irritated by something unwanted or unliked; vexed)	 :: irritert, forarget, forbannet, ergerlig
annoying {v} (causing irritation or annoyance; troublesome; vexatious)	 :: irriterende, plagsom, brysom, enerverende
annual {adj} (happening once a year)	 :: [Bokmål] årlig
annually {adv} (once every year)	 :: [Bokmål] årlig
annul {v} (formally revoke the validity of)	 :: annullere, oppheve, tilbakekalle
anoda {determiner} (another) SEE: another	 ::
anonymity {n} (the quality or state of being anonymous)	 :: [Bokmål] anonymitet {m}; [Nynorsk] anonymitet {m}
anorak {n} (heavy weatherproof jacket)	 :: [Bokmål] anorakk {m}; [Nynorsk] anorakk {m}
anorexia {n} (anorexia nervosa) SEE: anorexia nervosa	 ::
Anschluss {n} (the annexation of Austria into Germany in 1938 or an analogy)	 :: [Bokmål] anschluss
answer {n} (reply to e-mail)	 :: svar {n}
answer {n} (response)	 :: svar {n}
answer {n} (solution)	 :: svar {n}, løsning {m}
answer {v} (to make a reply or response to)	 :: svare
answer {v} (to suit a need or purpose satisfactorily)	 :: oppfylle, tilfredsstille
answer for {v} (to be held responsible for)	 :: [Bokmål] svare for
ant {n} (insect)	 :: maur
antagonist {n} (chemical)	 :: Kjemisk
Antarctica {prop} (southernmost continent)	 :: Antarktis
Antarctic Ocean {prop} (Southern Ocean) SEE: Southern Ocean	 ::
anteater {n} (mammal)	 :: maursluker
antebrachium {n} (forearm) SEE: forearm	 ::
antelope {n} (mammal of the family Bovidae)	 :: antilope
antelope {n} (pronghorn) SEE: pronghorn	 ::
antenna {n} (device to receive or transmit radio signals) SEE: aerial	 ::
anteroom {n} (antechamber) SEE: antechamber	 ::
anthem {n} (hymn of praise or loyalty)	 :: hymne {m}
anthem {n} (national anthem)	 :: nasjonalsang {m}
ant-hill {n} (anthill) SEE: anthill	 ::
Anthony {prop} (given name)	 :: Anton
anthracite {n} (type of coal)	 :: [Bokmål] antrasitt {m}; [Nynorsk] antrasitt {m}
anthrax {n} (disease)	 :: miltbrann
anthropologic {adj} (anthropological) SEE: anthropological	 ::
anthropological {adj} (relating to anthropology)	 :: [Bokmål] antropologisk; [Nynorsk] antropologisk
anthropology {n} (the study of humanity)	 :: antropologi
anthropomorphism {n} (the attribution or ascription of human characteristics to inanimate objects, animals, forces of nature, etc)	 :: antropomorfisme
anthroposophy {n} (a spiritual philosophy)	 :: antroposofi {m}
anti- {prefix}	 :: anti-
antiacid {n} (antacid) SEE: antacid	 ::
antiaging {adj} (related to the lessening or halting of the aging process)	 :: anti-aldring
anti-beauty quark {n} (anti-bottom quark) SEE: anti-bottom quark	 ::
antibiotic {adj} (of or relating to antibiotics)	 :: antibiotisk
antibiotic {n} (substance that destroys or inhibits bacteria)	 :: antibiotikum {n}
antibody {n} (protein that binds to a specific antigen)	 :: antistoff
antibrachium {n} (antibrachium) SEE: forearm	 ::
antichrist {n} (Someone that works against the teachings of Christ)	 :: antikrist {m}
Antichrist {prop} (one under the direct control of the Devil)	 :: Antikrist {m}
anticline {n} (anticlinal fold)	 :: antiklinal; [Nynorsk] antiklinal
anticlockwise {adv}	 :: mot klokka
anticlockwisely {adv} (anticlockwise) SEE: anticlockwise#Adverb	 ::
antiderivative {n} (an indefinite integral)	 :: antiderivert {m}
antifreeze {n} (a substance used to lower the freezing point of water)	 :: [Bokmål] frostvæske {m} {f}; [Nynorsk] frostvæske {f}
Antigua and Barbuda {prop} (Country)	 :: Antigua og Barbuda
Antiguan {adj} (of, from, or pertaining to Antigua, or the Antiguan people)	 :: [Bokmål] antiguansk; [Nynorsk] antiguansk
Antiguan {n} (person)	 :: [Bokmål] antiguaner {m}; [Nynorsk] antiguan {m}, antiguanar {m}
antihero {n} (protagonist who proceeds in an unheroic manner)	 :: antihelt {m}
antimony {n} (chemical element)	 :: antimon
antimony {n} (stibnite) SEE: stibnite	 ::
antiparticle {n} (a subatomic particle)	 :: [Bokmål] antipartikkel {m}; [Nynorsk] antipartikkel {m}
antipode {n} (something directly opposite)	 :: diametral motsats {c}, diametral motsetning {c}, rak motsats {c}, rak motsetning {c}
antipole {n} (opposite pole)	 :: [Bokmål] motpol {m}; [Nynorsk] motpol {m}
antipole {n} (position directly opposite)	 :: [Bokmål] motpol {m}; [Nynorsk] motpol {m}, motpol {m}
antique {adj} (old; out of date)	 :: antikvarisk
antique {n} (old piece)	 :: antikvitet {m}
antisocial {adj} (unwilling or unable to associate normally with other people)	 :: asosial
antisurveillance {n} (countersurveillance) SEE: countersurveillance	 ::
antitau {n} (antitauon) SEE: antitauon	 ::
antiziganism {n} (antigypsyism) SEE: antigypsyism	 ::
antler {n} (bony structure on the head of deer, moose and elk)	 :: horn {n}; [Bokmål] gevir {n} (pair of antlers); [Nynorsk] gevir {n} (pair)
Antonia {prop} (female given name)	 :: Antonie
Antony {prop} (male given name) SEE: Anthony	 ::
antonym {n} (word which has the opposite meaning)	 :: antonym
antonymy {n} (semantic relation between antonyms)	 :: antonymi
Antwerp {prop} (city)	 :: Antwerpen
Antwerp {prop} (province)	 :: Antwerpen
anus {n} (lower opening of the digestive tract)	 :: anus, endetarmsåpning
anvil {n} (block used in blacksmithing)	 :: ambolt {m}, ste {n}
anvil {n} (bone in inner ear)	 :: ambolt {m}
anxiety {n} (pathological condition)	 :: angst
anyhow {adv} (in any case) SEE: in any case	 ::
anyone {pron} (anybody)	 :: noen, enhver, hvem som helst
anyplace {adv} (anywhere) SEE: anywhere	 ::
anyroad {adv} (anyway) SEE: anyway	 ::
anytime {adv} (at any time)	 :: når som helst
anyway {adv} (used to indicate that a statement explains or supports a previous statement)	 :: uansett
Aomen {prop} (Macau) SEE: Macau	 ::
apanage {n} (Grant as a birthright)	 :: appanasje
apart {prep} (apart from) SEE: apart from	 ::
apartment {n} (domicile occupying part of a building)	 :: [Bokmål] leilighet {m} {f}; [Nynorsk] husvære {n}, leilegheit {f}
apatite {n} (type of mineral)	 :: apatitt
ape {n} (animal)	 :: ape {c}
aper {n} (someone who apes something) SEE: imitator	 ::
apex {n} (highest point)	 :: topp
aphasia {n} (pathological speech disorder)	 :: afasi {m}
aphid {n} (insect)	 :: [Bokmål] bladlus {m} {f}
aphonia {n} (aphonia)	 :: [Bokmål] afoni {m}; [Nynorsk] afoni {m}
aphorism {n} (short phrase conveying some principle or concept of thought)	 :: aforisme {m}
aphtha {n} (foot-and-mouth disease) SEE: foot-and-mouth disease	 ::
apiarist {n} (beekeeper) SEE: beekeeper	 ::
a picture is worth a thousand words {proverb} (visualisation is better than verbal description)	 :: et bilde sier mer enn tusen ord
a picture paints a thousand words {proverb} (a picture is worth a thousand words) SEE: a picture is worth a thousand words	 ::
apiculture {n} (beekeeping) SEE: beekeeping	 ::
apoastron {n} (apastron) SEE: apastron	 ::
apocalypse {n} (cataclysmic event)	 :: [Bokmål] apokalypse, dommedag {m}; [Nynorsk] apokalypse {m}, dommedag {m}, domedag {m}
apocalypse {n} (end of the world)	 :: [Bokmål] apokalypse {m}, dommedag {m}; [Nynorsk] apokalypse {m}, dommedag {m}, domedag {m}
apocalypse {n} (revealing or revelation)	 :: [Bokmål] apokalypse {m}; [Nynorsk] apokalypse {m}
apocalyptic {adj} (of or relating to an apocalypse)	 :: [Bokmål] apokalyptisk; [Nynorsk] apokalyptisk
apocalyptic {adj} (relating to a disaster)	 :: [Bokmål] apokalyptisk; [Nynorsk] apokalyptisk
apocalyptic {adj} (relating to a revelation, revelatory, prophetic)	 :: [Bokmål] apokalyptisk; [Nynorsk] apokalyptisk
apocalypticist {n} (apocalyptic) SEE: apocalyptic	 ::
apologise {v} (apologize) SEE: apologize	 ::
apology {n}	 :: unnskyldning
apostle {n} (pioneer) SEE: pioneer	 ::
apostrophe {n} (the character ’)	 :: [Bokmål] apostrof {m}; [Nynorsk] apostrof {m}
apothecary {n} (pharmacist) SEE: pharmacist	 ::
apothecary {n} (pharmacy) SEE: pharmacy	 ::
apoxia {n} (altitude sickness) SEE: altitude sickness	 ::
appanage {n} (Grant as a birthright)	 :: appanasje
apparatchik {n} (member of a Communist apparat)	 :: apparatsjik {m}
apparel {n} (clothing)	 :: antrekk, påkledning
apparel {v}	 :: kle på, antrekke
apparently {adv} (seemingly)	 :: tilsynelatende
appeal {v} (to accuse) SEE: accuse	 ::
appeal {v} (to invoke) SEE: invoke	 ::
appease {v} (To make quiet; to calm; to reduce to a state of peace; to still; to pacify)	 :: stille, roe
appendage {n} (an external body part that projects from the body)	 :: lem {n}
appendicitis {n} (inflamation of the vermiform appendix)	 :: [Bokmål] appendisitt {m}, blindtarmsbetennelse {m}; [Nynorsk] appendisitt {m}, blindtarmsbetennelse {m}, blindtarmbetennelse {m}
appendix {n} (text added to the end of a book or an article)	 :: vedlegg {n}, appendiks, supplement
appendix {n} (vermiform appendix)	 :: blindtarm {m}
appetite {n} (desire of or relish for food)	 :: matlyst {m}
apple {n} (apples and pears (Cockney rhyming slang)) SEE: apples and pears	 ::
apple {n} (fruit)	 :: eple {n}
apple {n} (tree) SEE: apple tree	 ::
apple {n} (wood)	 :: epletre {n}
apple does not fall far from the tree {proverb} (a child is similar to its parents)	 :: [Bokmål] eplet faller ikke langt fra stammen, være sin far/mor opp av dage
apple-green {adj} (apple-green)	 :: eplegrønn
apple pie {n} (pie with apple filling)	 :: [Bokmål] eplepai {m}; [Nynorsk] eplepai {m}
apple sauce {n} (a food)	 :: [Bokmål] eplemos {m}; [Nynorsk] eplemos {m}
apple sauce {n} (nonsense) SEE: apple sauce	 ::
applesauce {n} (apple sauce) SEE: apple sauce	 ::
apple tree {n} (tree that bears apples)	 :: epletre
applicant {n} (one who applies)	 :: søker
application {n} (a computer program)	 :: program {n}, applikasjon {m}
application {n} (a verbal or written request)	 :: søknad
application programming interface {n}	 :: Application Programming Interface {n}
applied mathematics {n} (area of mathematics)	 :: anvendt matematikk {m}
appoint {v} (To assign, designate, or set apart by authority)	 :: oppnevne
apposition {n} (rhetoric: appositio) SEE: appositio	 ::
appraise {v} (to set a value; to estimate the worth of)	 :: taksere, vurdere
appreciate {v} (to be aware of)	 :: forstå
appreciate {v} (to be grateful for something)	 :: sette pris på
appreciate {v} (to increase in value)	 :: stige i verdi
appreciate {v} (to value highly)	 :: verdsette
apprentice {n} (trainee, especially in a skilled trade)	 :: [Bokmål] lærling {m}; [Nynorsk] lærling {m}
approach {n} (a manner in which a problem is solved or policy is made)	 :: tilnærmelsesmåte {m}
approach {n} (a way, passage, or avenue by which a place or buildings can be approached; an access)	 :: innkjøring {c}
approach {n} (the act of drawing near)	 :: tilnærmelse {m} (space or figuratively), tilstundelse {m} (time, archaic)
approach {n} (the way a plane lands at an airport)	 :: innflyging {c}
approach {v} (To come near to in place, time, or character)	 :: nærme seg
approach {v} (To draw near, in a figurative sense)	 :: tilnærme seg
appropriate {adj} (peculiar, suitable, fit, proper)	 :: egnet, formålstjenlig, passende, hensiktsmessig
appropriate {adj} (suitable to social situation)	 :: velegnet
appropriate {v} (Law: To annex)	 :: annektere
approximant {n} (mathematics: approximation) SEE: approximation	 ::
apricot {n} (fruit)	 :: aprikos {m}
apricot {n} (tree)	 :: aprikostre {n}
April {prop} (fourth month of the Gregorian calendar)	 :: april
April fool {n} (person subjected to a practical joke April Fools' Day)	 :: aprilsnarr; [Nynorsk] aprilnarr
April fool {n} (practical joke played on April Fools' Day)	 :: [Bokmål] aprilsnarr, aprilspøk; [Nynorsk] aprilnarr, aprilspøk
apriori {adv} (a priori) SEE: a priori	 ::
apron {n} (clothing)	 :: [Bokmål] forkle {n}; [Nynorsk] forkle {n}, forklede {n}
apron {n} (the paved area of an airport)	 :: [Bokmål] oppstillingsplass {m}
apse {n} (astronomy: apsis) SEE: apsis	 ::
apse {n} (case in which the relics were kept) SEE: reliquary	 ::
apse {n} (obsolete or dialectal: aspen tree) SEE: aspen	 ::
apse {n} (semicircular projection from a building)	 :: apsis {m}, korrunding {m}
apside {n} (apsis) SEE: apsis	 ::
apt {adj} (fit or fitted; suited; suitable; appropriate)	 :: [Bokmål] egnet, egna; [Nynorsk] egna
aptitude {n} (natural ability to acquire knowledge or skill)	 :: begavelse {m}
aptitude {n} (the condition of being suitable)	 :: egnethet {m}
Aquarius {n} (Someone with a Aquarius star sign)	 :: vannmann {m}
Aquarius {prop} (astrological sign)	 :: Vannmannen {m}
Aquarius {prop} (constellation)	 :: Vannmannen {m}
aquavit {n} (Scandinavian liquor)	 :: akevitt {m}
Ara {prop} (constellation)	 :: Alteret, [Nynorsk] Altaret
Arab {adj} (of or pertaining to Arabs and their nations)	 :: arabisk
Arab {n} (Semitic person)	 :: [Bokmål] araber {m}; [Nynorsk] arabar {m}
Arabian Peninsula {prop} (peninsula in the Middle East)	 :: [Bokmål] Den arabiske halvøy {m} {f}
Arabic {adj} (of, from, or pertaining to Arab countries or cultural behaviour)	 :: [Bokmål] arabisk; [Nynorsk] arabisk
Arabic {prop} (language)	 :: [Bokmål] arabisk {m}; [Nynorsk] arabisk {m}
Arabization {n} (Arabisation) SEE: Arabisation	 ::
arachnoid {n} (the arachnoid mater) SEE: arachnoid mater	 ::
Aramaean {prop} (Aramaic) SEE: Aramaic	 ::
arbitrary {adj} (based on individual discretion or judgment)	 :: [Bokmål] vilkårlig; [Nynorsk] vilkårleg
arbitrary {adj} (chosen at random)	 :: tilfeldig
arbitrary {adj} (determined by impulse)	 :: vilkårlig
arbitrary {adj} ((mathematics))	 :: vilkårlig, tilfeldig
arbitrary {adj} (unrestrained by law; tyrannical)	 :: vilkårlig
arbor {n} (axis or shaft on a lathe)	 :: [Bokmål] spindel {m}
arbutus {n} (strawberry tree) SEE: strawberry tree	 ::
arc {n} (curve)	 :: bue {m}
arc {n} (directed edge) SEE: directed edge	 ::
arc {n} (geometry: part of a curve)	 :: [Bokmål] bue {m}
arch {n} (architectural element)	 :: [Bokmål] bue {m}
arch- {prefix} (chief, highest, most extreme)	 :: erke-
archaeastronomy {n} (The archeological study of astronomy)	 :: arkeoastronomi {m}
archaeological {adj} (relating to the science or research of archaeology)	 :: [Bokmål] arkeologisk; [Nynorsk] arkeologisk
archaeologist {n} (someone who is skilled, professes or practices archaeology)	 :: [Bokmål] arkeolog {m}; [Nynorsk] arkeolog {m}
archaeology {n} (scientific study of past remains)	 :: arkeologi
archaic {adj} (old-fashioned or antiquated)	 :: arkaisk, gammeldags, foreldet
archaism {n} (archaic word, language)	 :: arkaisme
archaize {v} (To give an archaic quality or character to)	 :: arkaisere
Archangel {prop} (Arkhangelsk) SEE: Arkhangelsk	 ::
archbishop {n} (senior bishop)	 :: [Bokmål] erkebiskop {m}, erkebisp {m}; [Nynorsk] erkebiskop {m}, erkebisp {m}
archenemy {n} (a principal enemy)	 :: erkefiende {m}
archeological {adj} (archaeological) SEE: archaeological	 ::
archeopteryx {n} (ancient bird)	 :: [Bokmål] urfugl {m}, archaeopteryx; [Nynorsk] urfugl {m}, archaeopteryx
archer {n} (one who shoots an arrow from a bow or a bolt from a crossbow)	 :: [Bokmål] bueskytter {m}
archfiend {n} (Satan) SEE: Satan	 ::
Archimedes' screw {n} (A screwlike device that raises water)	 :: Archimedes' skrue
archipelago {n} (group of islands)	 :: [Nynorsk] øygard {m}, arkipel {n}
architect {n} (designer of buildings)	 :: [Bokmål] arkitekt {m}; [Nynorsk] arkitekt {m}
architect {n} (planner)	 :: [Bokmål] arkitekt {m}; [Nynorsk] arkitekt {m}
architectural {adj} (pertaining to architecture)	 :: [Bokmål] arkitektonisk; [Nynorsk] arkitektonisk
architecture {n} (art and science of designing buildings and other structures)	 :: arkitektur {m}
archon {n} (chief magistrate)	 :: arkont {m}
archosaurian {n} (archosaur) SEE: archosaur	 ::
arcminute {n} (minute of angle) SEE: minute of angle	 ::
Arctic {adj} (Pertaining to the northern polar region of the planet)	 :: [Bokmål] arktisk; [Nynorsk] arktisk
Arctic {prop} (A region of the Earth)	 :: [Bokmål] Arktis; [Nynorsk] Arktis
Arctic cod {n} (Arctogadus glacialis)	 :: istorsk {m}
Arctic Ocean {prop} (the smallest of the five oceans of the Earth, on and around the North Pole)	 :: Nordishavet
arctic raspberry {n} (Rubus arcticus)	 :: åkerbær
Arctic skua {n} (arctic skua)	 :: tyvjo {c}
ardour {n} (ardor) SEE: ardor	 ::
arduous {adj} (hard to climb)	 :: vanskelig
arduous {adj} (needing or using up much energy)	 :: slitsom, vanskelig
are {n} (unit of area)	 :: ar
are {v} (be) SEE: be	 ::
area {n} (math: measure of extent of a surface)	 :: areal; [Nynorsk] flatevidd
area {n} (particular geographic region)	 :: område {n}
area {n} (soccer: penalty area) SEE: penalty area	 ::
Ares {prop} (the god of war, son of Zeus and Hera)	 :: Ares
argent {n} (silver or metal tincture)	 :: sølv
Argentina {prop} (Argentine Republic)	 :: Argentina; [Nynorsk] Argentina
Argentine {adj} (Argentinian) SEE: Argentinian	 ::
Argentine {n} (Argentinian) SEE: Argentinian	 ::
Argentine {prop} (Argentina) SEE: Argentina	 ::
Argentinean {adj} (Argentinian) SEE: Argentinian	 ::
Argentinean {n} (Argentinian) SEE: Argentinian	 ::
Argentinian {adj} (pertaining to an Argentinian, Argentinians)	 :: [Bokmål] argentinsk; [Nynorsk] argentinsk
Argentinian {adj} (pertaining to Argentina)	 :: [Bokmål] argentinsk; [Nynorsk] argentinsk
Argentinian {n} (person from Argentina)	 :: [Bokmål] argentiner {m}; [Nynorsk] argentinar {m}
argentophilic {adj} (argentophilic) SEE: argyrophilic	 ::
argon {n} (a chemical element)	 :: argon {n}
Argonaut {prop} (A member of the Argo who searched for the Golden Fleece)	 :: Argonaut
argue {v} (intransitive: to debate, disagree, or discuss opposing or differing viewpoints)	 :: [Bokmål] argumentere
arhythmic {adj} (arrhythmic) SEE: arrhythmic	 ::
Ariadne {prop} (daughter of King Minos)	 :: Ariadne
Arian {n} (a kind of Christian who holds Arian ideas)	 :: arianer
Arian {n} (someone whose star sign is in Aries) SEE: Aries	 ::
Aries {n} (Someone with an Aries star sign)	 :: vær {m}
Aries {prop} (astrological sign)	 :: Væren {m}
Aries {prop} (constellation)	 :: Væren {m}
arise {v} (get up, stand up)	 :: [Bokmål] stå opp; [Nynorsk] stå opp
arise {v} (start to exist, originate)	 :: [Bokmål] oppstå; [Nynorsk] oppstå
arisen {v} (started to exist)	 :: oppstått
aristocrat {n} (one of the aristocracy)	 :: [Bokmål] aristokrat {m}; [Nynorsk] aristokrat {m}
Aristotelian {adj} (of or pertaining to the philosophy taught by Aristotle)	 :: aristotelisk
Aristotle {prop} (ancient Greek philosopher)	 :: Aristoteles
arithmetic {adj} (arithmetical)	 :: aritmetisk
arithmetic {n} (mathematics of numbers, etc.)	 :: aritmetikk {m}
ark {n} (consecrated container)	 :: ark {m}
ark {n} (large box)	 :: ark {m}
ark {n} (Noah's ship)	 :: ark {m}
Arkhangelsk {prop} (city in Russia)	 :: Arkhangelsk
arm {n} (part of object)	 :: arm
arm {n} (portion of the upper appendage from shoulder to wrist)	 :: arm
arm {v} (to supply with weapons)	 :: [Bokmål] væpne; [Nynorsk] væpna, væpne
Armageddon {prop} (The place where the final battle will be fought between the forces of good and evil)	 :: Harmageddon
arm and a leg {n} (an exorbitant amount)	 :: [Bokmål] det hvite ut av øynene [ usually used after the verb koste (cost)]
